agrovet_name,region,specialty,phone,email,statement,image_path
DairyDistributors (Kimani),Homa Bay,beekeeping tools,+25412441406,dairydistr_homabay@outlook.com,"DairyDistributors (Kimani), located in Homa Bay County, specializes in beekeeping tools. Contact: +25412441406, Email: dairydistr_homabay@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Homa Bay\DairyDistributors_(Kimani)_2641.jpg
AgroHub (Chebet),Busia,beekeeping tools,+254111583400,agrohubche_busia@outlook.com,"AgroHub (Chebet), located in Busia County, specializes in beekeeping tools. Contact: +254111583400, Email: agrohubche_busia@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Busia\AgroHub_(Chebet)_2642.jpg
AgroCenter (Cheruiyot),Machakos,beekeeping tools,+254118694573,agrocenter_machakos@farmershub.co.ke,"AgroCenter (Cheruiyot), located in Machakos County, specializes in beekeeping tools. Contact: +254118694573, Email: agrocenter_machakos@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Machakos\AgroCenter_(Cheruiyot)_2643.jpg
RuralWorld (Kamau),Siaya,livestock feeds,+25478071832,ruralworld_siaya@gmail.com,"RuralWorld (Kamau), located in Siaya County, specializes in livestock feeds. Contact: +25478071832, Email: ruralworld_siaya@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Siaya\RuralWorld_(Kamau)_2644.jpg
EcoShop (Kilonzo),Busia,poultry inputs,+254116358292,ecoshopkil_busia@farmershub.co.ke,"EcoShop (Kilonzo), located in Busia County, specializes in poultry inputs. Contact: +254116358292, Email: ecoshopkil_busia@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Busia\EcoShop_(Kilonzo)_2645.jpg
VetEnterprises (Kimani),Uasin Gishu,crop protection chemicals,+254118109280,vetenterpr_uasingishu@outlook.com,"VetEnterprises (Kimani), located in Uasin Gishu County, specializes in crop protection chemicals. Contact: +254118109280, Email: vetenterpr_uasingishu@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Uasin Gishu\VetEnterprises_(Kimani)_2646.jpg
BioShop (Njeri),Naivasha,dairy equipment,+25478133517,bioshopnje_naivasha@gmail.com,"BioShop (Njeri), located in Naivasha County, specializes in dairy equipment. Contact: +25478133517, Email: bioshopnje_naivasha@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Naivasha\BioShop_(Njeri)_2647.jpg
GreenHub (Otieno),Nakuru,fish farming supplies,+25411539954,greenhubot_nakuru@yahoo.com,"GreenHub (Otieno), located in Nakuru County, specializes in fish farming supplies. Contact: +25411539954, Email: greenhubot_nakuru@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nakuru\GreenHub_(Otieno)_2648.jpg
PrimeWorld (Njoroge),Nyeri,dairy equipment,+25477070654,primeworld_nyeri@farmershub.co.ke,"PrimeWorld (Njoroge), located in Nyeri County, specializes in dairy equipment. Contact: +25477070654, Email: primeworld_nyeri@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nyeri\PrimeWorld_(Njoroge)_2649.jpg
RuralSuppliers (Koech),Kisumu,seed distribution,+25415730640,ruralsuppl_kisumu@yahoo.com,"RuralSuppliers (Koech), located in Kisumu County, specializes in seed distribution. Contact: +25415730640, Email: ruralsuppl_kisumu@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kisumu\RuralSuppliers_(Koech)_2650.jpg
EcoDepot (Maina),Siaya,poultry inputs,+254119020872,ecodepotma_siaya@outlook.com,"EcoDepot (Maina), located in Siaya County, specializes in poultry inputs. Contact: +254119020872, Email: ecodepotma_siaya@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Siaya\EcoDepot_(Maina)_2651.jpg
AgroHub (Barasa),Migori,vaccines,+25474100834,agrohubbar_migori@gmail.com,"AgroHub (Barasa), located in Migori County, specializes in vaccines. Contact: +25474100834, Email: agrohubbar_migori@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Migori\AgroHub_(Barasa)_2652.jpg
FarmDistributors (Kiptoo),Machakos,livestock feeds,+25411222345,farmdistri_machakos@agrovet.co.ke,"FarmDistributors (Kiptoo), located in Machakos County, specializes in livestock feeds. Contact: +25411222345, Email: farmdistri_machakos@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Machakos\FarmDistributors_(Kiptoo)_2653.jpg
FarmDistributors (Mwangi),Kitale,farm machinery,+25472678037,farmdistri_kitale@outlook.com,"FarmDistributors (Mwangi), located in Kitale County, specializes in farm machinery. Contact: +25472678037, Email: farmdistri_kitale@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kitale\FarmDistributors_(Mwangi)_2654.jpg
FarmSuppliers (Mutiso),Nakuru,beekeeping tools,+254113712347,farmsuppli_nakuru@yahoo.com,"FarmSuppliers (Mutiso), located in Nakuru County, specializes in beekeeping tools. Contact: +254113712347, Email: farmsuppli_nakuru@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nakuru\FarmSuppliers_(Mutiso)_2655.jpg
CropCenter (Kiptoo),Uasin Gishu,animal health care,+25477708407,cropcenter_uasingishu@agrovet.co.ke,"CropCenter (Kiptoo), located in Uasin Gishu County, specializes in animal health care. Contact: +25477708407, Email: cropcenter_uasingishu@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Uasin Gishu\CropCenter_(Kiptoo)_2656.jpg
DairyCenter (Kimani),Kitale,farm machinery,+254113338275,dairycente_kitale@yahoo.com,"DairyCenter (Kimani), located in Kitale County, specializes in farm machinery. Contact: +254113338275, Email: dairycente_kitale@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kitale\DairyCenter_(Kimani)_2657.jpg
AnimalHub (Omondi),Kitui,farm machinery,+25475140835,animalhubo_kitui@gmail.com,"AnimalHub (Omondi), located in Kitui County, specializes in farm machinery. Contact: +25475140835, Email: animalhubo_kitui@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kitui\AnimalHub_(Omondi)_2658.jpg
AnimalWorld (Cheruiyot),Kitale,beekeeping tools,+25419921989,animalworl_kitale@farmershub.co.ke,"AnimalWorld (Cheruiyot), located in Kitale County, specializes in beekeeping tools. Contact: +25419921989, Email: animalworl_kitale@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kitale\AnimalWorld_(Cheruiyot)_2659.jpg
CropShop (Kimani),Garissa,farm machinery,+25416912935,cropshopki_garissa@yahoo.com,"CropShop (Kimani), located in Garissa County, specializes in farm machinery. Contact: +25416912935, Email: cropshopki_garissa@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Garissa\CropShop_(Kimani)_2660.jpg
AgriHub (Mutiso),Isiolo,dairy equipment,+25470929122,agrihubmut_isiolo@yahoo.com,"AgriHub (Mutiso), located in Isiolo County, specializes in dairy equipment. Contact: +25470929122, Email: agrihubmut_isiolo@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Isiolo\AgriHub_(Mutiso)_2661.jpg
PrimeShop (Kiptoo),Eldoret,farm machinery,+254116757094,primeshopk_eldoret@gmail.com,"PrimeShop (Kiptoo), located in Eldoret County, specializes in farm machinery. Contact: +254116757094, Email: primeshopk_eldoret@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Eldoret\PrimeShop_(Kiptoo)_2662.jpg
VetShop (Kamau),Busia,seed distribution,+254115570600,vetshopkam_busia@gmail.com,"VetShop (Kamau), located in Busia County, specializes in seed distribution. Contact: +254115570600, Email: vetshopkam_busia@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Busia\VetShop_(Kamau)_2663.jpg
FarmMart (Cheruiyot),Nairobi,dairy equipment,+25478822896,farmmartch_nairobi@agrovet.co.ke,"FarmMart (Cheruiyot), located in Nairobi County, specializes in dairy equipment. Contact: +25478822896, Email: farmmartch_nairobi@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nairobi\FarmMart_(Cheruiyot)_2664.jpg
LivestockStores (Maina),Eldoret,fish farming supplies,+254117008206,livestocks_eldoret@agrovet.co.ke,"LivestockStores (Maina), located in Eldoret County, specializes in fish farming supplies. Contact: +254117008206, Email: livestocks_eldoret@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Eldoret\LivestockStores_(Maina)_2665.jpg
RuralMart (Kimani),Naivasha,dairy equipment,+254118389350,ruralmartk_naivasha@farmershub.co.ke,"RuralMart (Kimani), located in Naivasha County, specializes in dairy equipment. Contact: +254118389350, Email: ruralmartk_naivasha@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Naivasha\RuralMart_(Kimani)_2666.jpg
RuralHub (Otieno),Nakuru,livestock feeds,+25476450853,ruralhubot_nakuru@yahoo.com,"RuralHub (Otieno), located in Nakuru County, specializes in livestock feeds. Contact: +25476450853, Email: ruralhubot_nakuru@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nakuru\RuralHub_(Otieno)_2667.jpg
HarvestSuppliers (Omondi),Busia,animal health care,+25474753672,harvestsup_busia@outlook.com,"HarvestSuppliers (Omondi), located in Busia County, specializes in animal health care. Contact: +25474753672, Email: harvestsup_busia@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Busia\HarvestSuppliers_(Omondi)_2668.jpg
ProDistributors (Kimani),Machakos,fertilizers,+254111291379,prodistrib_machakos@yahoo.com,"ProDistributors (Kimani), located in Machakos County, specializes in fertilizers. Contact: +254111291379, Email: prodistrib_machakos@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Machakos\ProDistributors_(Kimani)_2669.jpg
VetEnterprises (Njeri),Nairobi,livestock feeds,+254115174397,vetenterpr_nairobi@agrovet.co.ke,"VetEnterprises (Njeri), located in Nairobi County, specializes in livestock feeds. Contact: +254115174397, Email: vetenterpr_nairobi@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nairobi\VetEnterprises_(Njeri)_2670.jpg
FarmServices (Omondi),Mombasa,veterinary medicine,+254110487116,farmservic_mombasa@yahoo.com,"FarmServices (Omondi), located in Mombasa County, specializes in veterinary medicine. Contact: +254110487116, Email: farmservic_mombasa@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Mombasa\FarmServices_(Omondi)_2671.jpg
RuralDepot (Njoroge),Eldoret,fish farming supplies,+254116299241,ruraldepot_eldoret@yahoo.com,"RuralDepot (Njoroge), located in Eldoret County, specializes in fish farming supplies. Contact: +254116299241, Email: ruraldepot_eldoret@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Eldoret\RuralDepot_(Njoroge)_2672.jpg
PrimeAgency (Kamau),Isiolo,animal health care,+254112426280,primeagenc_isiolo@farmershub.co.ke,"PrimeAgency (Kamau), located in Isiolo County, specializes in animal health care. Contact: +254112426280, Email: primeagenc_isiolo@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Isiolo\PrimeAgency_(Kamau)_2673.jpg
BioDepot (Njoroge),Mombasa,fertilizers,+25476898012,biodepotnj_mombasa@outlook.com,"BioDepot (Njoroge), located in Mombasa County, specializes in fertilizers. Contact: +25476898012, Email: biodepotnj_mombasa@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Mombasa\BioDepot_(Njoroge)_2674.jpg
DairyStores (Kamau),Mombasa,vaccines,+25415457337,dairystore_mombasa@agrovet.co.ke,"DairyStores (Kamau), located in Mombasa County, specializes in vaccines. Contact: +25415457337, Email: dairystore_mombasa@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Mombasa\DairyStores_(Kamau)_2675.jpg
BioFarmers Ltd (Kilonzo),Mombasa,fertilizers,+25476144387,biofarmers_mombasa@agrovet.co.ke,"BioFarmers Ltd (Kilonzo), located in Mombasa County, specializes in fertilizers. Contact: +25476144387, Email: biofarmers_mombasa@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Mombasa\BioFarmers_Ltd_(Kilonzo)_2676.jpg
DairyFarmers Ltd (Kilonzo),Naivasha,livestock feeds,+25419681975,dairyfarme_naivasha@agrovet.co.ke,"DairyFarmers Ltd (Kilonzo), located in Naivasha County, specializes in livestock feeds. Contact: +25419681975, Email: dairyfarme_naivasha@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Naivasha\DairyFarmers_Ltd_(Kilonzo)_2677.jpg
LivestockSolutions (Otieno),Kakamega,poultry inputs,+254117317687,livestocks_kakamega@yahoo.com,"LivestockSolutions (Otieno), located in Kakamega County, specializes in poultry inputs. Contact: +254117317687, Email: livestocks_kakamega@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kakamega\LivestockSolutions_(Otieno)_2678.jpg
VetAgency (Kamau),Kakamega,crop protection chemicals,+254115857472,vetagencyk_kakamega@gmail.com,"VetAgency (Kamau), located in Kakamega County, specializes in crop protection chemicals. Contact: +254115857472, Email: vetagencyk_kakamega@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kakamega\VetAgency_(Kamau)_2679.jpg
EcoShop (Chebet),Migori,fertilizers,+254116213458,ecoshopche_migori@gmail.com,"EcoShop (Chebet), located in Migori County, specializes in fertilizers. Contact: +254116213458, Email: ecoshopche_migori@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Migori\EcoShop_(Chebet)_2680.jpg
