agrovet_name,region,specialty,phone,email,statement,image_path,region_encoded,specialty_encoded,phone_numeric,phone_scaled
GreenSuppliers (Kimani),Kitui,fertilizers,25414797327,greensuppl_kitui@farmershub.co.ke,"GreenSuppliers (Kimani), located in Kitui County, specializes in fertilizers. Contact: +25414797327, Email: greensuppl_kitui@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kitui\GreenSuppliers_(Kimani)_137.jpg,9,5,25414797327,-0.7067055772018321
FarmMart (Ochieng),Meru,beekeeping tools,25419178409,farmmartoc_meru@agrovet.co.ke,"FarmMart (Ochieng), located in Meru County, specializes in beekeeping tools. Contact: +25419178409, Email: farmmartoc_meru@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Meru\FarmMart_(Ochieng)_5922.jpg,11,1,25419178409,-0.7066649214881592
VetAgency (Maina),Nyeri,veterinary medicine,25411046788,vetagencym_nyeri@gmail.com,"VetAgency (Maina), located in Nyeri County, specializes in veterinary medicine. Contact: +25411046788, Email: vetagencym_nyeri@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nyeri\VetAgency_(Maina)_3118.jpg,17,11,25411046788,-0.7067403815811393
PrimeAgrovet (Chebet),Kitale,livestock feeds,254113205241,primeagrov_kitale@farmershub.co.ke,"PrimeAgrovet (Chebet), located in Kitale County, specializes in livestock feeds. Contact: +254113205241, Email: primeagrov_kitale@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kitale\PrimeAgrovet_(Chebet)_8153.jpg,8,7,254113205241,1.4155776828740418
AnimalAgrovet (Kiptoo),Eldoret,beekeeping tools,254114499686,animalagro_eldoret@gmail.com,"AnimalAgrovet (Kiptoo), located in Eldoret County, specializes in beekeeping tools. Contact: +254114499686, Email: animalagro_eldoret@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Eldoret\AnimalAgrovet_(Kiptoo)_3120.jpg,1,1,254114499686,1.4155896951087559
BioAgency (Koech),Isiolo,animal health care,25415614527,bioagencyk_isiolo@yahoo.com,"BioAgency (Koech), located in Isiolo County, specializes in animal health care. Contact: +25415614527, Email: bioagencyk_isiolo@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Isiolo\BioAgency_(Koech)_4640.jpg,4,0,25415614527,-0.7066979937214924
AnimalAgency (Cheruiyot),Nairobi,seed distribution,254115470686,animalagen_nairobi@yahoo.com,"AnimalAgency (Cheruiyot), located in Nairobi County, specializes in seed distribution. Contact: +254115470686, Email: animalagen_nairobi@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nairobi\AnimalAgency_(Cheruiyot)_5734.jpg,14,9,254115470686,1.4155987058275639
AgriAgrovet (Okello),Garissa,farm machinery,25478111373,agriagrove_garissa@agrovet.co.ke,"AgriAgrovet (Okello), located in Garissa County, specializes in farm machinery. Contact: +25478111373, Email: agriagrove_garissa@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Garissa\AgriAgrovet_(Okello)_8218.jpg,2,4,25478111373,-0.7061180333654797
DairyShop (Ochieng),Mombasa,crop protection chemicals,254119840130,dairyshopo_mombasa@gmail.com,"DairyShop (Ochieng), located in Mombasa County, specializes in crop protection chemicals. Contact: +254119840130, Email: dairyshopo_mombasa@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Mombasa\DairyShop_(Ochieng)_8104.jpg,13,2,254119840130,1.4156392535425286
BioWorld (Otieno),Migori,fertilizers,254114497826,bioworldot_migori@outlook.com,"BioWorld (Otieno), located in Migori County, specializes in fertilizers. Contact: +254114497826, Email: bioworldot_migori@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Migori\BioWorld_(Otieno)_2968.jpg,12,5,254114497826,1.4155896778482646
AgroAgrovet (Kiptoo),Homa Bay,crop protection chemicals,25473060294,agroagrove_homabay@agrovet.co.ke,"AgroAgrovet (Kiptoo), located in Homa Bay County, specializes in crop protection chemicals. Contact: +25473060294, Email: agroagrove_homabay@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Homa Bay\AgroAgrovet_(Kiptoo)_4045.jpg,3,2,25473060294,-0.706164906540089
AgriHub (Okello),Mombasa,animal health care,25415024977,agrihuboke_mombasa@agrovet.co.ke,"AgriHub (Okello), located in Mombasa County, specializes in animal health care. Contact: +25415024977, Email: agrihuboke_mombasa@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Mombasa\AgriHub_(Okello)_9980.jpg,13,0,25415024977,-0.7067034646476235
BioHub (Omondi),Kitui,dairy equipment,25413141037,biohubomon_kitui@agrovet.co.ke,"BioHub (Omondi), located in Kitui County, specializes in dairy equipment. Contact: +25413141037, Email: biohubomon_kitui@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kitui\BioHub_(Omondi)_5676.jpg,9,3,25413141037,-0.7067209472980777
RuralDepot (Barasa),Eldoret,dairy equipment,254117466502,ruraldepot_eldoret@farmershub.co.ke,"RuralDepot (Barasa), located in Eldoret County, specializes in dairy equipment. Contact: +254117466502, Email: ruraldepot_eldoret@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Eldoret\RuralDepot_(Barasa)_5466.jpg,1,3,254117466502,1.415617226668726
AgroEnterprises (Mwangi),Kitale,veterinary medicine,25413898694,agroenterp_kitale@agrovet.co.ke,"AgroEnterprises (Mwangi), located in Kitale County, specializes in veterinary medicine. Contact: +25413898694, Email: agroenterp_kitale@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kitale\AgroEnterprises_(Mwangi)_6088.jpg,8,11,25413898694,-0.7067139163668934
RuralSuppliers (Kiptoo),Kajiado,crop protection chemicals,25477068026,ruralsuppl_kajiado@gmail.com,"RuralSuppliers (Kiptoo), located in Kajiado County, specializes in crop protection chemicals. Contact: +25477068026, Email: ruralsuppl_kajiado@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kajiado\RuralSuppliers_(Kiptoo)_9841.jpg,5,2,25477068026,-0.7061277154524377
DairyDistributors (Cheruiyot),Naivasha,veterinary medicine,25417299546,dairydistr_naivasha@outlook.com,"DairyDistributors (Cheruiyot), located in Naivasha County, specializes in veterinary medicine. Contact: +25417299546, Email: dairydistr_naivasha@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Naivasha\DairyDistributors_(Cheruiyot)_6601.jpg,15,11,25417299546,-0.7066823570248961
BioAgency (Mutiso),Kajiado,animal health care,254111466165,bioagencym_kajiado@agrovet.co.ke,"BioAgency (Mutiso), located in Kajiado County, specializes in animal health care. Contact: +254111466165, Email: bioagencym_kajiado@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kajiado\BioAgency_(Mutiso)_9571.jpg,5,0,254111466165,1.4155615445374592
ProFarmers Ltd (Otieno),Isiolo,seed distribution,254114248116,profarmers_isiolo@outlook.com,"ProFarmers Ltd (Otieno), located in Isiolo County, specializes in seed distribution. Contact: +254114248116, Email: profarmers_isiolo@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Isiolo\ProFarmers_Ltd_(Otieno)_4950.jpg,4,9,254114248116,1.415587360580918
AgriSolutions (Maina),Kakamega,fertilizers,25471805726,agrisoluti_kakamega@yahoo.com,"AgriSolutions (Maina), located in Kakamega County, specializes in fertilizers. Contact: +25471805726, Email: agrisoluti_kakamega@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kakamega\AgriSolutions_(Maina)_9129.jpg,6,5,25471805726,-0.706176548722863
AgroServices (Moraa),Migori,fertilizers,254119466199,agroservic_migori@agrovet.co.ke,"AgroServices (Moraa), located in Migori County, specializes in fertilizers. Contact: +254119466199, Email: agroservic_migori@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Migori\AgroServices_(Moraa)_8183.jpg,12,5,254119466199,1.4156357835249236
ProShop (Mwangi),Kitui,livestock feeds,254110745095,proshopmwa_kitui@yahoo.com,"ProShop (Mwangi), located in Kitui County, specializes in livestock feeds. Contact: +254110745095, Email: proshopmwa_kitui@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kitui\ProShop_(Mwangi)_850.jpg,9,7,254110745095,1.4155548531275615
VetSolutions (Chebet),Uasin Gishu,beekeeping tools,254117044290,vetsolutio_uasingishu@agrovet.co.ke,"VetSolutions (Chebet), located in Uasin Gishu County, specializes in beekeeping tools. Contact: +254117044290, Email: vetsolutio_uasingishu@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Uasin Gishu\VetSolutions_(Chebet)_7995.jpg,19,1,254117044290,1.4156133086114557
DairyStores (Kimani),Isiolo,animal health care,25419953545,dairystore_isiolo@outlook.com,"DairyStores (Kimani), located in Isiolo County, specializes in animal health care. Contact: +25419953545, Email: dairystore_isiolo@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Isiolo\DairyStores_(Kimani)_9206.jpg,4,0,25419953545,-0.7066577283547566
AgriWorld (Maina),Busia,crop protection chemicals,25474146173,agriworldm_busia@farmershub.co.ke,"AgriWorld (Maina), located in Busia County, specializes in crop protection chemicals. Contact: +25474146173, Email: agriworldm_busia@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Busia\AgriWorld_(Maina)_7476.jpg,0,2,25474146173,-0.7061548297632317
LivestockServices (Cheruiyot),Isiolo,crop protection chemicals,25412971731,livestocks_isiolo@outlook.com,"LivestockServices (Cheruiyot), located in Isiolo County, specializes in crop protection chemicals. Contact: +25412971731, Email: livestocks_isiolo@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Isiolo\LivestockServices_(Cheruiyot)_9293.jpg,4,2,25412971731,-0.7067225184296518
DairySuppliers (Njoroge),Kisumu,livestock feeds,25474020184,dairysuppl_kisumu@gmail.com,"DairySuppliers (Njoroge), located in Kisumu County, specializes in livestock feeds. Contact: +25474020184, Email: dairysuppl_kisumu@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kisumu\DairySuppliers_(Njoroge)_490.jpg,7,7,25474020184,-0.7061559989202368
RuralSuppliers (Koech),Kisumu,seed distribution,25415730640,ruralsuppl_kisumu@yahoo.com,"RuralSuppliers (Koech), located in Kisumu County, specializes in seed distribution. Contact: +25415730640, Email: ruralsuppl_kisumu@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kisumu\RuralSuppliers_(Koech)_2650.jpg,7,9,25415730640,-0.7066969162121279
ProDepot (Otieno),Garissa,vaccines,254110200736,prodepotot_garissa@yahoo.com,"ProDepot (Otieno), located in Garissa County, specializes in vaccines. Contact: +254110200736, Email: prodepotot_garissa@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Garissa\ProDepot_(Otieno)_9337.jpg,2,10,254110200736,1.4155498015664083
GreenEnterprises (Koech),Kitui,poultry inputs,254112743075,greenenter_kitui@yahoo.com,"GreenEnterprises (Koech), located in Kitui County, specializes in poultry inputs. Contact: +254112743075, Email: greenenter_kitui@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kitui\GreenEnterprises_(Koech)_6361.jpg,9,8,254112743075,1.4155733940502842
LivestockServices (Kimani),Kitui,vaccines,25415714042,livestocks_kitui@yahoo.com,"LivestockServices (Kimani), located in Kitui County, specializes in vaccines. Contact: +25415714042, Email: livestocks_kitui@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kitui\LivestockServices_(Kimani)_6346.jpg,9,10,25415714042,-0.7066970702388126
VetCenter (Maina),Kitale,poultry inputs,254118241557,vetcenterm_kitale@farmershub.co.ke,"VetCenter (Maina), located in Kitale County, specializes in poultry inputs. Contact: +254118241557, Email: vetcenterm_kitale@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kitale\VetCenter_(Maina)_525.jpg,8,8,254118241557,1.4156244190504619
CropStores (Kilonzo),Kitale,veterinary medicine,25417542107,cropstores_kitale@yahoo.com,"CropStores (Kilonzo), located in Kitale County, specializes in veterinary medicine. Contact: +25417542107, Email: cropstores_kitale@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kitale\CropStores_(Kilonzo)_9369.jpg,8,11,25417542107,-0.7066801060990828
BioMart (Koech),Isiolo,seed distribution,25419693509,biomartkoe_isiolo@gmail.com,"BioMart (Koech), located in Isiolo County, specializes in seed distribution. Contact: +25419693509, Email: biomartkoe_isiolo@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Isiolo\BioMart_(Koech)_24.jpg,4,9,25419693509,-0.706660141445669
PrimeMart (Kamau),Nakuru,beekeeping tools,25416136413,primemartk_nakuru@farmershub.co.ke,"PrimeMart (Kamau), located in Nakuru County, specializes in beekeeping tools. Contact: +25416136413, Email: primemartk_nakuru@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nakuru\PrimeMart_(Kamau)_6489.jpg,16,1,25416136413,-0.7066931507060488
ProStores (Ochieng),Eldoret,farm machinery,25411391331,prostoreso_eldoret@farmershub.co.ke,"ProStores (Ochieng), located in Eldoret County, specializes in farm machinery. Contact: +25411391331, Email: prostoreso_eldoret@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Eldoret\ProStores_(Ochieng)_3463.jpg,1,4,25411391331,-0.7067371842792955
BioEnterprises (Maina),Mombasa,fertilizers,25476933773,bioenterpr_mombasa@farmershub.co.ke,"BioEnterprises (Maina), located in Mombasa County, specializes in fertilizers. Contact: +25476933773, Email: bioenterpr_mombasa@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Mombasa\BioEnterprises_(Maina)_5803.jpg,13,5,25476933773,-0.7061289612979909
LivestockShop (Njoroge),Nakuru,farm machinery,25470238469,livestocks_nakuru@gmail.com,"LivestockShop (Njoroge), located in Nakuru County, specializes in farm machinery. Contact: +25470238469, Email: livestocks_nakuru@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nakuru\LivestockShop_(Njoroge)_6533.jpg,16,4,25470238469,-0.7061910926076485
